"Ligand"	"Receptor"	"known"	"Source"	"Databases"	"Evidence"	"PMIDs"
"Plat_Gm49368"	"Plat"	"Gm49368"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Plat_Itgb2"	"Plat"	"Itgb2"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Plat_Lrp1"	"Plat"	"Lrp1"	"known"	"HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11560943,10632583,1502153"
"Plau_Igf2r"	"Plau"	"Igf2r"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9566979"
"Plau_Itga3"	"Plau"	"Itga3"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Plau_Itga5"	"Plau"	"Itga5"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Plau_Gm49368"	"Plau"	"Gm49368"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Plau_Itgav"	"Plau"	"Itgav"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Plau_Itgb1"	"Plau"	"Itgb1"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Plau_Itgb2"	"Plau"	"Itgb2"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Plau_Itgb5"	"Plau"	"Itgb5"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Plau_Lrp1"	"Plau"	"Lrp1"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11560943"
"Plau_Lrp2"	"Plau"	"Lrp2"	"novel"	"HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8344937"
"Plau_Mrc2"	"Plau"	"Mrc2"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Plau_Plaur"	"Plau"	"Plaur"	"known"	"HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"16456079,3031025,11501527,3023326"
"Plau_St14"	"Plau"	"St14"	"novel"	"HPRD,HPMR.Ligand"	"literature"	"supported"	"10962009"
"Plau_Vldlr"	"Plau"	"Vldlr"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Plg_F2r"	"Plg"	"F2r"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10978167"
"Plg_F2rl1"	"Plg"	"F2rl1"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12604689,10978167,9020112"
"Plg_F3"	"Plg"	"F3"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9490681"
"Plg_Flt1"	"Plg"	"Flt1"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Plg_Itga9"	"Plg"	"Itga9"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15247268"
"Plg_Gm49368"	"Plg"	"Gm49368"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Plg_Itgb1"	"Plg"	"Itgb1"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15247268"
"Plg_Itgb2"	"Plg"	"Itgb2"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Plg_Plaur"	"Plg"	"Plaur"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Plg_Plgrkt"	"Plg"	"Plgrkt"	"novel"	"literature"	"supported"	"19897580"	""
"Pltp_Abca1"	"Pltp"	"Abca1"	"novel"	"HPRD,STRING.binding,"	"literature"	"supported"	"14559902"
"Pmch_Mchr1"	"Pmch"	"Mchr1"	"known"	"HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10421368,10421367,11375253,11478907,11839762"
"Pnoc_Oprl1"	"Pnoc"	"Oprl1"	"known"	"HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"7481766,12967935,8849681,10369464,12070757,22827708,10692489,11097863"
"Podxl2_Sell"	"Podxl2"	"Sell"	"known"	"HPMR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12889478"
"Podxl_Sell"	"Podxl"	"Sell"	"novel"	"HPRD,HPMR.Receptor"	"literature"	"supported"	"9625756"
"Pomc_Mc1r"	"Pomc"	"Mc1r"	"known"	"HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"1516719,10942578,7774675,12007532,10942578,11041375"
"Pomc_Mc2r"	"Pomc"	"Mc2r"	"known"	"HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9058374,12213892"
"Pomc_Mc3r"	"Pomc"	"Mc3r"	"known"	"IUPHAR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"7774675,10358030,10493100"
"Pomc_Mc4r"	"Pomc"	"Mc4r"	"known"	"IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8884876,10493100,11101306,12165561"
"Pomc_Mc5r"	"Pomc"	"Mc5r"	"known"	"HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11785979,7774675,12007532,11606131,8185570"
"Pomc_Oprd1"	"Pomc"	"Oprd1"	"known"	"HPMR,IUPHAR,STRING.binding,HPMR.Ligand"	"literature"	"supported"	"15464143,9686407"
"Pomc_Oprk1"	"Pomc"	"Oprk1"	"known"	"HPMR,IUPHAR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8624732,9686407,7624359"
"Pomc_Oprm1"	"Pomc"	"Oprm1"	"known"	"HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15464143"
"Pon2_Htr2a"	"Pon2"	"Htr2a"	"novel"	"HPRD,HPMR.Receptor"	"literature"	"supported"	"16537434"
"Ppbp_Cxcr2"	"Ppbp"	"Cxcr2"	"known"	"DLRP,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8702798,8195702"
"Ppy_Npy1r"	"Ppy"	"Npy1r"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Ppy_Npy2r"	"Ppy"	"Npy2r"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Ppy_Npy4r"	"Ppy"	"Npy4r"	"known"	"HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8643460,7493937,16807358,7592911,7493937"
"Ppy_Npy5r"	"Ppy"	"Npy5r"	"known"	"IUPHAR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8824284"
"Prlh_Prlhr"	"Prlh"	"Prlhr"	"known"	"HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11030716,12606605,9607765,11030716,10475064"
"Prl_Prlr"	"Prl"	"Prlr"	"known"	"HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"2558309,11356126,9626554,10966654,7984244"
"Prok1_Prokr2"	"Prok1"	"Prokr2"	"known"	"HPMR,IUPHAR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11886876,12054613,15772293"
"Prok2_Prokr2"	"Prok2"	"Prokr2"	"known"	"HPMR,IUPHAR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12024206,12054613,15772293"
"Pros1_Axl"	"Pros1"	"Axl"	"known"	"HPMR,IUPHAR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"7867073"
"Pros1_Tyro3"	"Pros1"	"Tyro3"	"known"	"HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"7867073,8641360"
"Prss23_Tmem222"	"Prss23"	"Tmem222"	"novel"	"HPRD,"	"literature"	"supported"	"16169070"
"Psap_Celsr1"	"Psap"	"Celsr1"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"16169070"
"Psap_Gpr37"	"Psap"	"Gpr37"	"known"	"HPMR,IUPHAR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"23690594"
"Psap_Gpr37l1"	"Psap"	"Gpr37l1"	"known"	"HPMR,IUPHAR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"23690594"
"Psap_Lrp1"	"Psap"	"Lrp1"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9707421"
"Psap_Sort1"	"Psap"	"Sort1"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Psen1_Cd44"	"Psen1"	"Cd44"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Psen1_Ncstn"	"Psen1"	"Ncstn"	"known"	"HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10993067,12603837"
"Psen1_Notch1"	"Psen1"	"Notch1"	"novel"	"HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10077672,10206645,12374741"
"Psen1_Notch2"	"Psen1"	"Notch2"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11518718"
"Psen1_Notch3"	"Psen1"	"Notch3"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11518718"
"Pspn_Gfra1"	"Pspn"	"Gfra1"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"20350599"
"Pspn_Gfra4"	"Pspn"	"Gfra4"	"known"	"HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11116144"
"Pspn_Ret"	"Pspn"	"Ret"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11116144"
"Pspn_Sdc3"	"Pspn"	"Sdc3"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Ptdss1_Jmjd6"	"Ptdss1"	"Jmjd6"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10811223"
"Ptdss1_Scarb1"	"Ptdss1"	"Scarb1"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8999945"
"Ptgs2_Cav1"	"Ptgs2"	"Cav1"	"novel"	"HPRD,STRING.binding,STRING.experiment,HPMR.Ligand"	"literature"	"supported"	"11432874"
"Ptgs2_Ptgdr2"	"Ptgs2"	"Ptgdr2"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11208866"
"Pth2_Pth1r"	"Pth2"	"Pth1r"	"known"	"IUPHAR,HPMR.Receptor"	"literature"	"supported"	"11159842,10854439"
"Pth2_Pth2r"	"Pth2"	"Pth2r"	"known"	"HPMR,IUPHAR,HPRD,HPMR.Receptor"	"literature"	"supported"	"11861531,10854439,11602681"
"Pthlh_Prlhr"	"Pthlh"	"Prlhr"	"known"	"IUPHAR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported "	""
"Pthlh_Pth1r"	"Pthlh"	"Pth1r"	"known"	"HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"2558877,8702701,9108031"
"Pthlh_Pth2r"	"Pthlh"	"Pth2r"	"known"	"IUPHAR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8702701"
"Pth_Pth1r"	"Pth"	"Pth1r"	"known"	"HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12947048,9108031"
"Pth_Pth2r"	"Pth"	"Pth2r"	"known"	"HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"7797535,9482662"
"Ptma_Vipr1"	"Ptma"	"Vipr1"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8886855"
"Ptn_Alk"	"Ptn"	"Alk"	"novel"	"HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11278720"
"Ptn_Cdh10"	"Ptn"	"Cdh10"	"novel"	"HPRD,HPMR.Ligand"	"literature"	"supported"	"16169070"
"Ptn_Plxnb2"	"Ptn"	"Plxnb2"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"16169070"
"Ptn_Ptprb"	"Ptn"	"Ptprb"	"known"	"DLRP,HPMR.Ligand"	"literature"	"supported"	"22839765"
"Ptn_Ptprs"	"Ptn"	"Ptprs"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"16169070"
"Ptn_Ptprz1"	"Ptn"	"Ptprz1"	"known"	"DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10706604,16814777"
"Ptn_Sdc1"	"Ptn"	"Sdc1"	"novel"	"HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"7592855"
"Ptn_Sdc3"	"Ptn"	"Sdc3"	"novel"	"HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8175719"
"Pyy_Fap"	"Pyy"	"Fap"	"novel"	"literature"	"supported"	"21314817"	""
"Pyy_Npy1r"	"Pyy"	"Npy1r"	"known"	"HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9549761,12665544"
"Pyy_Npy2r"	"Pyy"	"Npy2r"	"known"	"IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8632753,7592910,11408607"
"Pyy_Npy4r"	"Pyy"	"Npy4r"	"known"	"HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"7592911,7493937"
"Pyy_Npy5r"	"Pyy"	"Npy5r"	"known"	"HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11825645,12665544"
"Qdpr_Dysf"	"Qdpr"	"Dysf"	"novel"	"STRING.binding,"	"putative "	""	""
"Qrfp_P2ry14"	"Qrfp"	"P2ry14"	"known"	"HPMR,HPMR.Receptor"	"literature"	"supported"	"12714592"
"Qrfp_Qrfpr"	"Qrfp"	"Qrfpr"	"known"	"HPMR,IUPHAR,STRING.binding,HPMR.Receptor"	"literature"	"supported"	"12714592,16500002,23396314,12714592"
"Raet1d_Klrk1"	"Raet1d"	"Klrk1"	"novel"	"HPRD,STRING.binding,HPMR.Receptor"	"literature"	"supported"	"12732206,14508119"
"Rarres2_Ccrl2"	"Rarres2"	"Ccrl2"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"18794339"
"Rarres2_Cmklr1"	"Rarres2"	"Cmklr1"	"known"	"HPMR,IUPHAR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"14675762,18165312,14530373,14701797,23396314"
"Rarres2_Gpr1"	"Rarres2"	"Gpr1"	"known"	"IUPHAR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"18165312,23396314"
"Rbp3_Notch1"	"Rbp3"	"Notch1"	"novel"	"HPRD,HPMR.Receptor"	"literature"	"supported"	"11511084"
"Rbp4_Stra6"	"Rbp4"	"Stra6"	"novel"	"STRING.binding,HPMR.Receptor"	"literature"	"supported"	"23959802"
"Reln_Itga3"	"Reln"	"Itga3"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10939329"
"Reln_Itgb1"	"Reln"	"Itgb1"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10939329"
"Reln_Lrp8"	"Reln"	"Lrp8"	"known"	"HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12899622,10571240,12899622,12670700,12167620"
"Reln_Vldlr"	"Reln"	"Vldlr"	"known"	"HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10571240,10571241"
"Ren1_Asic3"	"Ren1"	"Asic3"	"novel"	"STRING.binding,HPMR.Ligand"	"putative "	""	""
"Ren1_Atp6ap2"	"Ren1"	"Atp6ap2"	"known"	"HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12045255"
"Rgma_Bmpr1b"	"Rgma"	"Bmpr1b"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Rgma_Bmpr2"	"Rgma"	"Bmpr2"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Rgma_Neo1"	"Rgma"	"Neo1"	"known"	"HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15258590"
"Rgmb_Bmpr1b"	"Rgmb"	"Bmpr1b"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Rgmb_Bmpr2"	"Rgmb"	"Bmpr2"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Rgmb_Neo1"	"Rgmb"	"Neo1"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"19944164"
"Rims1_Cacna1c"	"Rims1"	"Cacna1c"	"novel"	"HPRD,"	"literature"	"supported"	"11438519"
"Rims1_Slc17a7"	"Rims1"	"Slc17a7"	"novel"	"STRING.binding,"	"putative "	""	""
"Rims1_Slc18a2"	"Rims1"	"Slc18a2"	"novel"	"STRING.binding,"	"putative "	""	""
"Rims1_Slc18a3"	"Rims1"	"Slc18a3"	"novel"	"STRING.binding,"	"putative "	""	""
"Rims2_Abca1"	"Rims2"	"Abca1"	"novel"	"HPRD,"	"literature"	"supported"	"16192289"
"Rln1_Rxfp1"	"Rln1"	"Rxfp1"	"known"	"HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11809971,12506116,15649866"
"Rln1_Rxfp2"	"Rln1"	"Rxfp2"	"known"	"HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11809971,15649866,12506116,15649866"
"Rln3_Rxfp1"	"Rln3"	"Rxfp1"	"known"	"HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12506116,15649866,14522968"
"Rln3_Rxfp2"	"Rln3"	"Rxfp2"	"known"	"IUPHAR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"16411781"
"Rln3_Rxfp4"	"Rln3"	"Rxfp4"	"known"	"HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"14522967"
"Rnase2b_Tlr2"	"Rnase2b"	"Tlr2"	"novel"	"literature"	"supported"	"18195069"	""
"Rph3a_Nrxn1"	"Rph3a"	"Nrxn1"	"novel"	"HPRD,HPMR.Receptor"	"literature"	"supported"	"8901523"
"Rps19_C5ar1"	"Rps19"	"C5ar1"	"known"	"IUPHAR,HPRD,HPMR.Receptor"	"literature"	"supported"	"11107061,11733378"
"Rspo1_Fzd8"	"Rspo1"	"Fzd8"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Rspo1_Lgr4"	"Rspo1"	"Lgr4"	"known"	"HPMR,IUPHAR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"21693646"
"Rspo1_Lgr5"	"Rspo1"	"Lgr5"	"known"	"HPMR,IUPHAR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"21693646"
"Rspo1_Lgr6"	"Rspo1"	"Lgr6"	"known"	"IUPHAR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"21727895,21693646"
"Rspo1_Lrp6"	"Rspo1"	"Lrp6"	"known"	"HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"18400942"
"Rspo1_Znrf3"	"Rspo1"	"Znrf3"	"novel"	"literature"	"supported"	"24349440"	""
"Rspo2_Lgr4"	"Rspo2"	"Lgr4"	"known"	"HPMR,IUPHAR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"21693646"
"Rspo2_Lgr5"	"Rspo2"	"Lgr5"	"known"	"HPMR,IUPHAR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"21693646"
"Rspo2_Lgr6"	"Rspo2"	"Lgr6"	"known"	"IUPHAR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"21727895,21693646"
"Rspo3_Fzd8"	"Rspo3"	"Fzd8"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"16543246"
"Rspo3_Lgr4"	"Rspo3"	"Lgr4"	"known"	"HPMR,IUPHAR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"21693646,21909076,21693646"
"Rspo3_Lgr5"	"Rspo3"	"Lgr5"	"known"	"HPMR,IUPHAR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"21693646"
"Rspo3_Lgr6"	"Rspo3"	"Lgr6"	"known"	"IUPHAR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"21727895,21693646"
"Rspo3_Lrp6"	"Rspo3"	"Lrp6"	"novel"	"literature"	"supported"	"16543246"	""
"Rspo3_Sdc4"	"Rspo3"	"Sdc4"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"21397842"
"Rspo4_Lgr4"	"Rspo4"	"Lgr4"	"known"	"HPMR,IUPHAR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"21693646"
"Rspo4_Lgr5"	"Rspo4"	"Lgr5"	"known"	"HPMR,IUPHAR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"21693646"
"Rspo4_Lgr6"	"Rspo4"	"Lgr6"	"known"	"IUPHAR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"21727895,21693646"
"Rtn4_Cntnap1"	"Rtn4"	"Cntnap1"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"14592966"
"Rtn4_Gjb2"	"Rtn4"	"Gjb2"	"novel"	"STRING.binding,HPMR.Ligand"	"putative "	""	""
"Rtn4_Lingo1"	"Rtn4"	"Lingo1"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15694322"
"Rtn4_Ngfr"	"Rtn4"	"Ngfr"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Rtn4_Rtn4r"	"Rtn4"	"Rtn4r"	"known"	"HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11201742,15694322"
"Rtn4_Rtn4rl1"	"Rtn4"	"Rtn4rl1"	"novel"	"STRING.binding,HPMR.Ligand"	"putative "	""	""
"Rtn4_Tnfrsf19"	"Rtn4"	"Tnfrsf19"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15694322"
"S100a8_Tlr4"	"S100a8"	"Tlr4"	"novel"	"literature"	"supported"	"17767165"	""
"Gm5849_Tlr4"	"Gm5849"	"Tlr4"	"novel"	"literature"	"supported"	"17767165"	""
"Scgb1a1_Lmbr1l"	"Scgb1a1"	"Lmbr1l"	"novel"	"HPRD,"	"literature"	"supported"	"16423471"
"Scgb1a1_Lrp2"	"Scgb1a1"	"Lrp2"	"novel"	"HPRD,HPMR.Receptor"	"literature"	"supported"	"11278724"
"Scgb3a1_Marco"	"Scgb3a1"	"Marco"	"novel"	"HPRD,HPMR.Ligand"	"literature"	"supported"	"12847263"
"Scgb3a2_Marco"	"Scgb3a2"	"Marco"	"novel"	"HPRD,"	"literature"	"supported"	"12847263"
"Sct_Sctr"	"Sct"	"Sctr"	"known"	"HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"7782300,7612008,8579602,9440501,7782300"
"Sct_Vipr1"	"Sct"	"Vipr1"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12133828"
"Sct_Vipr2"	"Sct"	"Vipr2"	"novel"	"literature"	"supported"	"9437714"	""
"Selplg_Esam"	"Selplg"	"Esam"	"novel"	"STRING.binding,HPMR.Ligand"	"putative "	""	""
"Selplg_Gm49368"	"Selplg"	"Gm49368"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Selplg_Itgb2"	"Selplg"	"Itgb2"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Selplg_Sele"	"Selplg"	"Sele"	"known"	"HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11402070,8621728,9128259"
"Selplg_Sell"	"Selplg"	"Sell"	"novel"	"HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10725346"
"Selplg_Selp"	"Selplg"	"Selp"	"known"	"HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9129046,9128259,10713099,17064811"
"Sema3a_Nrp1"	"Sema3a"	"Nrp1"	"known"	"HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10520994,10934324),15721238,9331348"
"Sema3a_Nrp2"	"Sema3a"	"Nrp2"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"21059704"
"Sema3a_Plxna1"	"Sema3a"	"Plxna1"	"known"	"HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10520994"
"Sema3a_Plxna2"	"Sema3a"	"Plxna2"	"known"	"HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10934324)"
"Sema3a_Plxna3"	"Sema3a"	"Plxna3"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Sema3a_Plxna4"	"Sema3a"	"Plxna4"	"known"	"HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15721238"
"Sema3b_Nrp1"	"Sema3b"	"Nrp1"	"known"	"HPMR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10196546"
"Sema3b_Nrp2"	"Sema3b"	"Nrp2"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10196546"
"Sema3c_Nrp1"	"Sema3c"	"Nrp1"	"novel"	"HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9331348"
